variant,layer,neuron_index,entered_via,also_in,n_methods_at_N,selection_step,rank_siren,rank_yang_harmfulness,rank_wang_robust,rank_zhao_topk,percentile_siren,percentile_yang_harmfulness,percentile_wang_robust,percentile_zhao_topk,consensus_score
quota,31,6657,wang_robust,yang_harmfulness,2,171,5748,52,52,1736,0.012527493128080375,0.00011117141978982062,0.00011117141978982062,0.003782008104614486,0.004132961018068626
quota,1,12638,zhao_topk,,1,172,25844,5639,430075,45,0.05633339218879087,0.01228989146617664,0.937488964601712,9.59125974657276e-05,0.25155204021353633
quota,5,6348,siren,,1,173,47,384220,429062,275875,0.00010027226098689703,0.8375327792200998,0.9352807950282397,0.6013589071195485,0.5935681884072187
quota,31,9519,yang_harmfulness,,1,174,20072,48,373069,908,0.043751403266695875,0.00010245209274748175,0.8132254752578196,0.001977107406850339,0.2147641095060283
quota,31,8053,wang_robust,yang_harmfulness,2,175,3176,126,53,1624,0.00692096583985648,0.00027247897007308977,0.00011335125155040534,0.0035378669474289974,0.0027111657522272434
quota,1,12657,zhao_topk,,1,176,56303,211040,267521,46,0.1227288877844408,0.4600295149220383,0.5831485925916238,9.809242922631231e-05,0.2915012719318323
quota,1,11737,siren,wang_robust,2,177,48,425204,301,98060,0.00010245209274748175,0.9268710040959038,0.0006539495281754154,0.21375212261117688,0.28534488208200093
quota,31,10834,yang_harmfulness,,1,178,7080,49,359501,2630,0.015431029033179219,0.00010463192450806646,0.7836495179302061,0.005730777698577224,0.20122898914661766
quota,31,8118,wang_robust,yang_harmfulness,2,179,11186,216,54,1492,0.02438141824214007,0.00046866382852571437,0.00011553108331099005,0.0032501291550318147,0.007053935577252147
quota,2,4786,zhao_topk,,1,180,70161,211936,427284,47,0.1529369963226238,0.46198264417952223,0.9314050541579201,0.00010027226098689703,0.38660624173026326
quota,0,7278,siren,,1,181,49,421128,456396,21223,0.00010463192450806646,0.9179860098397605,0.9948643163720624,0.04626038962312889,0.48980383693986496
quota,31,11929,yang_harmfulness,,1,182,406908,50,2615,1642,0.8869888022042459,0.00010681175626865118,0.005698080222168453,0.0035771039191195226,0.22409269952545063
quota,1,8599,wang_robust,,1,183,833,288255,55,154172,0.0018136200248064854,0.6283452243155874,0.00011771091507157477,0.33606684236110657,0.24158584940414302
quota,8,12312,zhao_topk,,1,184,97002,27967,413322,48,0.21144586060847823,0.06096117501651223,0.9009702431166362,0.00010245209274748175,0.2933699327085935
quota,8,4398,siren,,1,185,50,236422,5874,49160,0.00010681175626865118,0.5153580046691997,0.01280215192991405,0.10715834951858416,0.15885632946849165
quota,31,1572,yang_harmfulness,,1,186,18276,51,58845,3366,0.039836425424685726,0.0001089915880292359,0.12827002011984714,0.007335133874367576,0.04388764275173242
quota,31,5540,wang_robust,yang_harmfulness,2,187,887,359,56,2405,0.0019313309398780601,0.0007803797702893291,0.00011989074683215949,0.005240315552445662,0.0020179792523613025
quota,18,7417,zhao_topk,,1,188,31142,55659,2083,49,0.0678821408563687,0.12132507613062424,0.004538409725537383,0.00010463192450806646,0.0484625646592596
quota,26,4587,siren,,1,189,51,26548,420618,341530,0.0001089915880292359,0.05786799374824251,0.9168742956418624,0.7444757613607382,0.42983176058471806
quota,31,996,yang_harmfulness,wang_robust,2,190,34235,53,141,2818,0.07462436049185724,0.00011335125155040534,0.00030517644648186054,0.006140586069567151,0.02029586856486416
quota,30,12012,wang_robust,zhao_topk,2,191,3293,883,57,443,0.007176006155844892,0.0019226116128357213,0.00012207057859274422,0.0009634856381784453,0.002546043496362951
quota,23,306,zhao_topk,,1,192,21989,21371,3541,50,0.04793014075173678,0.04658300472369543,0.007716604432469902,0.00010681175626865118,0.025584140416042695
quota,13,2741,siren,,1,193,52,32462,458751,9841,0.00011117141978982062,0.07075951878034054,0.9999978201682395,0.021449544524153624,0.27307951372313083
quota,31,3197,yang_harmfulness,,1,194,24173,54,9917,1046,0.0526908933168538,0.00011553108331099005,0.021615211737958065,0.0022779241898110304,0.019174890081983472
quota,26,2128,wang_robust,siren,2,195,76,13763,58,12693,0.00016348738204385386,0.02999884468916689,0.00012425041035332894,0.027666424705341242,0.01448825179672633
quota,25,10021,zhao_topk,wang_robust,2,196,12329,5712,78,51,0.026872965944488403,0.012449019184699326,0.0001678470455650233,0.0001089915880292359,0.009899705940695497
quota,14,14318,siren,,1,197,53,155639,656,11113,0.00011335125155040534,0.33926465555388435,0.0014277898031829904,0.024222290523617386,0.09125702178305879
quota,31,7851,yang_harmfulness,,1,198,25828,55,66647,927,0.056298514880621514,0.00011771091507157477,0.14527706751592911,0.002018524210301449,0.05092795438048091
quota,7,2899,wang_robust,siren,2,199,132,165860,59,34710,0.0002855579606365981,0.36154471597882076,0.00012643024211391366,0.07565978057813498,0.10940412118992657
quota,27,13857,zhao_topk,wang_robust,2,200,22133,3317,279,52,0.04824403652526098,0.007228322118098925,0.0006059932294425516,0.00011117141978982062,0.01404738082314807
quota,15,3580,siren,,1,201,54,3476,457955,97177,0.00011553108331099005,0.0075749153680318955,0.998262674086814,0.21182733116658056,0.30444511292618437
quota,31,11488,yang_harmfulness,,1,202,1950,56,438330,2106,0.004248492101379615,0.00011989074683215949,0.9554834757853389,0.004588545856030832,0.24111010112239536
quota,22,11622,wang_robust,siren,2,203,225,153816,60,68875,0.0004882823143709769,0.3352908222543384,0.00012861007387449837,0.15013373267851188,0.12151036183027394
quota,29,3746,zhao_topk,,1,204,12830,1229,425531,53,0.02796506165654135,0.002676833401998034,0.9275838090816151,0.00011335125155040534,0.23958476384792624
quota,10,1084,siren,,1,205,57,928,457641,165980,0.00012207057859274422,0.0020207040420620334,0.9975782069139904,0.36180629579009094,0.34038181933118405
quota,31,5553,yang_harmfulness,,1,206,18133,57,293468,1076,0.03952470948292211,0.00012207057859274422,0.6397086872835155,0.002343319142628572,0.17042469662191473
quota,19,4513,wang_robust,zhao_topk,2,207,2958,9492,61,167,0.0064457625160490115,0.02068878323970956,0.0001307899056350831,0.0003618520722570632,0.006906796933412679
quota,31,4581,zhao_topk,wang_robust,2,208,70185,815,192,54,0.15298931228487786,0.0017743830531159605,0.00041634786627168114,0.00011553108331099005,0.03882389357189413
quota,21,13995,siren,,1,209,58,191449,427922,292644,0.00012425041035332894,0.4173244309004231,0.9327957868211731,0.6379125059127937,0.49703924351118584
quota,31,3828,yang_harmfulness,,1,210,14766,58,446456,2404,0.03218521594503336,0.00012425041035332894,0.9731967886718503,0.005238135720685077,0.2526860976869805
quota,1,11611,wang_robust,,1,211,1229,251676,62,85933,0.002676833401998034,0.5486091583451589,0.0001329697373956678,0.187317302850566,0.18468406608377963
quota,16,1241,zhao_topk,,1,212,149952,33634,4137,55,0.32686795233143906,0.07331428160374583,0.009015784161778393,0.00011771091507157477,0.10232893225300871
quota,16,6901,siren,,1,213,59,106243,457640,165338,0.00012643024211391366,0.2315896859080416,0.9975760270822298,0.36040684379979554,0.39742474675804523
quota,31,10674,yang_harmfulness,wang_robust,2,214,28164,59,417,1650,0.06139060187334742,0.00012643024211391366,0.0009068100124032427,0.0035945425732042003,0.016504596175267196
quota,1,1306,wang_robust,siren,2,215,221,14412,64,2866,0.00047956298732863796,0.03141355550178637,0.00013732940091683724,0.006245217994075217,0.009568916471026766
quota,16,11277,zhao_topk,yang_harmfulness,2,216,18097,274,440979,56,0.03944623553954106,0.000595094070639628,0.9612578501191278,0.00011989074683215949,0.25035476761903513
quota,12,9336,siren,,1,217,60,17256,458172,5607,0.00012861007387449837,0.03761299702888931,0.9987356975788608,0.012220136849837929,0.2621743603828657
quota,31,14027,yang_harmfulness,,1,218,921,60,311555,2619,0.0020054452197379407,0.00012861007387449837,0.6791353043372113,0.005706799549210792,0.17174403979500863
quota,31,13336,wang_robust,,1,219,1140,2657,65,1447,0.002482828375305994,0.005789633156113011,0.00013950923267742196,0.0031520367258055025,0.0028910018724754823
quota,22,4433,zhao_topk,,1,220,14953,2270,453686,57,0.0325928444842627,0.004946038264766726,0.9889569723008779,0.00012207057859274422,0.256654481407125
quota,9,12473,siren,,1,221,61,217629,458091,4317,0.0001307899056350831,0.47439242639253104,0.9985591312062535,0.009408153878683644,0.37062262534577584
quota,31,11808,yang_harmfulness,,1,222,9000,61,421551,1764,0.019616306013501877,0.0001307899056350831,0.9189080786744879,0.003843043393910858,0.2356245544968839
quota,0,12829,wang_robust,zhao_topk,2,223,26032,195970,66,140,0.0567432005597808,0.42717945029002663,0.00014168906443800668,0.0003029966147212758,0.12109183413224169
quota,31,207,zhao_topk,wang_robust,2,224,27096,33698,277,58,0.059062541553042934,0.07345379083642324,0.0006016335659213822,0.00012425041035332894,0.03331055409143522
quota,17,13532,siren,,1,225,62,40156,458526,311155,0.0001329697373956678,0.08753114434627936,0.9995073580221079,0.6782633716329773,0.4413587109346901
quota,31,4436,yang_harmfulness,wang_robust,2,226,25541,62,104,3051,0.0556729031653337,0.0001329697373956678,0.00022452267134022595,0.00664848686978339,0.015669720610963247
quota,20,2873,wang_robust,zhao_topk,2,227,1658,33417,68,278,0.003611981227288878,0.07284125811169893,0.00014604872795917612,0.0006038133976819669,0.01930077536615724
quota,1,4053,zhao_topk,,1,228,189645,327528,327023,59,0.41339201440432827,0.713953757049031,0.7128529420099357,0.00012643024211391366,0.4600812859263522
quota,19,8298,siren,,1,229,63,14709,458546,18168,0.00013514956915625253,0.03206096553468003,0.9995509546573196,0.03960100359454257,0.26783701833892465
quota,30,7146,yang_harmfulness,,1,230,1861,63,403453,608,0.004054487074687575,0.00013514956915625253,0.8794574834714257,0.0013231578786749238,0.2212425694984861
quota,0,12261,wang_robust,,1,231,858,365971,69,213125,0.0018681158188211034,0.7977530294211893,0.00014822855971976083,0.46457446414285747,0.3160859594856469
quota,4,12934,zhao_topk,wang_robust,2,232,14180,170452,232,60,0.03090783453333072,0.3715545034234258,0.0005035411366950699,0.00012861007387449837,0.10077362229183152
quota,18,1454,siren,wang_robust;zhao_topk,3,233,64,19351,86,92,0.00013732940091683724,0.0421797445673143,0.00018528569964970103,0.00019836469021320934,0.010675181089523512
quota,31,714,yang_harmfulness,,1,234,3955,64,447152,2377,0.008619054781351975,0.00013732940091683724,0.9747139515772173,0.00517928026314929,0.24716240400565884
quota,16,11992,wang_robust,siren,2,235,106,4916,70,78531,0.0002288823348613954,0.01071387310327389,0.00015040839148034555,0.1711821881587179,0.04556883799708339
quota,5,6834,zhao_topk,,1,236,127779,203975,271247,61,0.2785345427039941,0.44462900353350726,0.5912706457315624,0.0001307899056350831,0.3286412454686747
quota,25,2732,siren,,1,237,65,191584,458483,218181,0.00013950923267742196,0.41761870818810204,0.9994136252564028,0.4755956935243738,0.47319188405038903
quota,31,9663,yang_harmfulness,,1,238,332864,65,1011,5587,0.725585339323511,0.00013950923267742196,0.002201630078190565,0.012176540214626235,0.1850257547122513
quota,0,11338,wang_robust,,1,239,922,367534,71,333100,0.0020076250514985254,0.8011601064629832,0.00015258822324093027,0.726099779619009,0.38235502483918293
quota,6,12689,zhao_topk,,1,240,15446,5467,314895,62,0.03366750154223097,0.01191496040335607,0.6864159424175642,0.0001329697373956678,0.1830328435251367
quota,2,13496,siren,wang_robust,2,241,66,406591,124,87897,0.00014168906443800668,0.8862977955361405,0.00026811930655192034,0.1915984924283544,0.2695765240838712
quota,31,4661,yang_harmfulness,,1,242,6112,66,415311,2548,0.013320951888933213,0.00014168906443800668,0.9053059284884393,0.005552031494209277,0.23108015023400494
quota,31,515,wang_robust,,1,243,698,5080,72,2580,0.0015193427371275486,0.011071365512009783,0.00015476805500151499,0.005621786110547988,0.004591815603671709
quota,18,9289,zhao_topk,,1,244,9260,132112,465,63,0.020183062271253903,0.2879797537226077,0.0010114419369113092,0.00013514956915625253,0.0773273518749823
quota,0,4252,siren,wang_robust,2,245,67,366179,327,3053,0.0001438688961985914,0.7982064344273909,0.0007106251539506181,0.00665284653330456,0.20142844375271116
quota,31,14073,yang_harmfulness,wang_robust,2,246,17901,67,113,1181,0.03901898851446645,0.0001438688961985914,0.00024414115718548844,0.0025722014774899674,0.010494800011335126
quota,30,1562,wang_robust,,1,247,2549,813,73,957,0.005554211325969861,0.001770023389594791,0.0001569478867620997,0.0020839191631189906,0.0023912754413614357
quota,20,3972,zhao_topk,,1,248,32267,21576,8956,64,0.07033445158702652,0.047029870234615294,0.01952039341603615,0.00013732940091683724,0.0342555111596487
quota,5,11443,siren,,1,249,68,32403,454139,55156,0.00014604872795917612,0.07063090870646603,0.9899444360884226,0.12022862075505013,0.2952375035694745
quota,30,1130,yang_harmfulness,zhao_topk,2,250,1818,68,3670,368,0.003960754308982433,0.00014604872795917612,0.007997802729585331,0.0007999982561345915,0.003226151005665383
quota,4,8346,wang_robust,siren,2,251,342,122872,74,1196,0.0007433226303593889,0.2678381082548049,0.00015912771852268442,0.0026048989538987382,0.06783636438939643
quota,21,8329,zhao_topk,,1,252,16168,213293,445535,65,0.03524134007337314,0.4649406758786357,0.9711891636203518,0.00013950923267742196,0.3678776722012595
quota,27,1253,siren,wang_robust,2,253,69,5402,296,47014,0.00014822855971976083,0.011773271338918062,0.0006430503693724918,0.10248043056036935,0.028761245207094915
quota,31,4128,yang_harmfulness,,1,254,284650,69,369336,13101,0.6204869308186794,0.00014822855971976083,0.8050881632955569,0.028555796063659808,0.36356977968440396
quota,31,14107,wang_robust,yang_harmfulness,2,255,4150,381,75,2786,0.009044121974665996,0.0008283360690221928,0.00016130755028326914,0.00607083145322844,0.004026149261799975
quota,29,11929,zhao_topk,,1,256,26111,7060,379778,66,0.056915407268866985,0.015387432397967525,0.8278499665395824,0.00014168906443800668,0.22507362381771373
quota,3,7756,siren,,1,257,70,354029,1520,312005,0.00015040839148034555,0.7717214785362866,0.0033111644443281868,0.6801162286294744,0.3638248200003924
quota,31,7973,yang_harmfulness,,1,258,21594,70,7027,3981,0.04706910720630582,0.00015040839148034555,0.015315497949868228,0.008675730407127179,0.017802685988695395
quota,30,1171,wang_robust,yang_harmfulness,2,259,5049,117,79,683,0.011003790727431656,0.0002528604842278273,0.000170026877325608,0.0014866452607187777,0.0032283308374259673
quota,1,73,zhao_topk,,1,260,392212,125322,345037,67,0.8549539946506929,0.27317869606823747,0.7521204313451088,0.0001438688961985914,0.4700992477400594
quota,24,1619,siren,,1,261,71,155027,458659,60934,0.00015258822324093027,0.3379305985164065,0.9997972756462656,0.13282368866770863,0.3676760377634054
quota,31,11342,yang_harmfulness,zhao_topk,2,262,30216,72,1493,185,0.06586361664606726,0.00015476805500151499,0.0032523089867923993,0.0004010890439475881,0.01741794568295219
quota,19,5247,wang_robust,,1,263,879,8151,81,999,0.0019138922857933824,0.017765628848765452,0.00017438654084677745,0.0021754720970635485,0.005507344943117291
quota,6,11250,zhao_topk,,1,264,24797,148062,380547,68,0.05405110833545867,0.32274807030393393,0.8295262571634722,0.00014604872795917612,0.301617871132706
quota,23,2803,siren,,1,265,72,84124,458226,53297,0.00015476805500151499,0.18337398719566825,0.9988534084939324,0.11617631351212314,0.32463961931418134
quota,31,2477,yang_harmfulness,,1,266,26112,73,296933,1328,0.056917587100627574,0.0001569478867620997,0.6472618043339415,0.002892636746295921,0.17680724401690678
quota,1,2757,wang_robust,,1,267,5162,278584,82,10997,0.01125011171637773,0.6072640713589725,0.00017656637260736216,0.02396943003938956,0.16066504487183678
quota,8,7331,zhao_topk,,1,268,18642,25877,442257,69,0.04063424384905973,0.056405326636890164,0.9640436751091551,0.00014822855971976083,0.2653078685387062
quota,28,6269,siren,,1,269,74,70830,458649,817,0.00015912771852268442,0.154395303770455,0.9997754773286598,0.0017787427166371299,0.28902716288356867
quota,30,12446,yang_harmfulness,wang_robust,2,270,4642,74,112,4268,0.010116599200873676,0.00015912771852268442,0.0002419613254249037,0.009301342122414992,0.004954757591809064
quota,0,703,wang_robust,,1,271,7644,128731,83,4235,0.016660454146149,0.28060974254007076,0.00017874620436794688,0.009229407674315696,0.07666958764122586
quota,12,9790,zhao_topk,,1,272,22065,271747,6984,70,0.04809580796554122,0.5923605616118548,0.015221765184163086,0.00015040839148034555,0.16395713578825988
quota,29,11082,siren,,1,273,75,13931,458713,1418,0.00016130755028326914,0.030365056424945122,0.9999149865613371,0.0030888216047485454,0.2583825430353285
quota,31,5615,yang_harmfulness,wang_robust,2,274,18157,76,283,3106,0.03957702544517614,0.00016348738204385386,0.0006147125564848905,0.006768377616615549,0.011780900750080108
quota,0,13111,wang_robust,,1,275,4912,451276,85,326799,0.01070515377623155,0.9837035777578687,0.00018310586788911632,0.7123646596955647,0.42673912427438854
quota,15,6164,zhao_topk,wang_robust,2,276,4232,3593,307,71,0.009222868179033943,0.007829955684020307,0.0006670285187389237,0.00015258822324093027,0.004468110151258526
quota,30,6897,siren,,1,277,78,1809,458711,15663,0.0001678470455650233,0.0039411358231371705,0.9999106268978161,0.034140525034277856,0.259540033700199
quota,31,12525,yang_harmfulness,,1,278,3292,77,5222,2594,0.0071738263240843075,0.00016566721380443857,0.011380901622012813,0.005652303755196174,0.006093174728774433
quota,1,8396,wang_robust,,1,279,5449,304284,88,4256,0.011875723431665545,0.6632857476059998,0.00018964536317087047,0.009275184141287975,0.17115657513553106
quota,15,7566,zhao_topk,wang_robust,2,280,17958,33388,236,72,0.03914323892481978,0.07277804299064199,0.0005122604637374088,0.00015476805500151499,0.028147077608550175
quota,7,11986,siren,,1,281,79,222993,458738,9500,0.000170026877325608,0.48608504395630747,0.9999694823553518,0.020706221893794237,0.3767326937706948
quota,31,12358,yang_harmfulness,,1,282,6239,78,382212,1911,0.013597790522527471,0.0001678470455650233,0.8331556770448457,0.004163478662716811,0.21277119831891375
quota,30,6159,wang_robust,yang_harmfulness;zhao_topk,3,283,3638,348,89,401,0.00792804811324662,0.0007564016209228972,0.0001918251949314552,0.0008719327042338872,0.002437051908333715
quota,17,9309,zhao_topk,,1,284,14509,95423,711,73,0.03162499918256309,0.20800390625851498,0.0015476805500151498,0.0001569478867620997,0.060333383469463826
quota,0,3400,siren,,1,285,80,434207,846,246903,0.00017220670908619273,0.9464960294364481,0.0018419578376940868,0.5382048213518881,0.37167875383377913
quota,31,12814,yang_harmfulness,,1,286,8198,79,278080,3621,0.017868080941512935,0.000170026877325608,0.6061654361516379,0.00789099097331668,0.15802363373594827
quota,28,4382,wang_robust,,1,287,10007,15575,90,2271,0.02181139659641069,0.0339486998393464,0.0001940050266920399,0.00494821809652731,0.01522557988974411
quota,27,3778,zhao_topk,,1,288,38127,297742,301620,74,0.08310826570405296,0.6490252882282546,0.6574786757958021,0.00015912771852268442,0.34744283936165804
quota,6,1372,siren,wang_robust,2,289,81,113028,203,190964,0.00017438654084677745,0.24637984440360894,0.00044032601563811304,0.41626721249653953,0.16581544236415835
quota,31,6467,yang_harmfulness,,1,290,12556,80,821,8724,0.027367787754141136,0.00017220670908619273,0.0017874620436794688,0.019014672447580497,0.012085532238621823
quota,31,7861,wang_robust,yang_harmfulness,2,291,21791,370,91,1162,0.04749853406314101,0.000804357919655761,0.00019618485845262462,0.0025307846740388576,0.012757465378822063
quota,2,14211,zhao_topk,,1,292,120977,360697,318903,75,0.26370732706849687,0.7862565967158655,0.6951527081139878,0.00016130755028326914,0.4363194848621583
quota,5,430,siren,,1,293,82,191370,887,32307,0.00017656637260736216,0.4171522241913369,0.0019313309398780601,0.07042164485744991,0.12242044159031806
quota,31,5118,yang_harmfulness,,1,294,149283,81,343105,7460,0.3254096448836079,0.00017438654084677745,0.7479089963836592,0.016259365102201412,0.2724380982275788
quota,29,9301,wang_robust,siren,2,295,124,31060,92,19815,0.00026811930655192034,0.06770339465200076,0.00019836469021320934,0.043191186504225605,0.027840266288247872
quota,3,3185,zhao_topk,,1,296,169196,313323,62063,76,0.3688166347321314,0.682989246889925,0.13528471872540876,0.00016348738204385386,0.2968135219323772
quota,3,3980,siren,,1,297,83,164643,9514,101807,0.00017874620436794688,0.35889186072618917,0.020736739538442423,0.2219199522180878,0.15043182467177185
quota,31,4064,yang_harmfulness,,1,298,20220,82,349738,3458,0.044074018367262414,0.00017656637260736216,0.7623678204516176,0.00753567839634137,0.20353852089695718
quota,0,13834,wang_robust,,1,299,593,198962,93,20568,0.0012904604022661531,0.4337015069176961,0.00020054452197379406,0.0448325998199459,0.12000627791547049
quota,11,9409,zhao_topk,,1,300,210105,73763,135686,77,0.4579913722258916,0.16078875032424997,0.2957704724349375,0.00016566721380443857,0.22867906554972087
quota,26,7496,siren,,1,301,84,111534,772,61281,0.0001809260361285316,0.24312317575329537,0.0016806502874108177,0.13358009028863152,0.09464121059136657
quota,31,8359,yang_harmfulness,,1,302,6646,83,403461,1499,0.014484982049085451,0.00017874620436794688,0.8794749221255104,0.003265387977355908,0.2243510095890799
quota,0,11579,wang_robust,zhao_topk,2,303,8954,218654,94,139,0.01951603375251498,0.4766267539471304,0.00020272435373437878,0.0003008167829606911,0.1241615822090851
quota,21,10289,zhao_topk,wang_robust,2,304,18153,123915,179,78,0.039568306118133806,0.27011167278109477,0.0003880100533840798,0.0001678470455650233,0.07755895899954443
quota,0,11690,siren,,1,305,85,348635,445996,287187,0.00018310586788911632,0.7599634660196926,0.9721940660619813,0.6260171639952828,0.5895894504862115
quota,31,11985,yang_harmfulness,,1,306,285891,84,315408,3289,0.623192102033565,0.0001809260361285316,0.6875341961107442,0.007167286828802553,0.32951862775231006
quota,31,4768,wang_robust,,1,307,113724,1759,95,514,0.2478970073089759,0.0038321442351079344,0.0002049041854949635,0.0011182536931799603,0.06326307735568969
quota,31,7727,zhao_topk,,1,308,44429,167017,358562,79,0.09684556545925785,0.36406678132581727,0.781602655907017,0.000170026877325608,0.31067125739235446
quota,5,9582,siren,,1,309,86,118191,455099,102525,0.00018528569964970103,0.2576343157835078,0.992037074578584,0.22348507142218763,0.3683354368709823
quota,31,5041,yang_harmfulness,,1,310,21270,85,332016,1510,0.04636284171587637,0.00018310586788911632,0.7237368419905351,0.0032893661267223394,0.19339303892525575
quota,1,5786,wang_robust,siren,2,311,263,387597,96,22088,0.0005711159212731962,0.8448940710755943,0.0002070840172555482,0.04814594409603467,0.22345455377753945
quota,2,2725,zhao_topk,,1,312,83909,193619,305725,80,0.18290532336714252,0.42205466582089196,0.6664268851730023,0.00017220670908619273,0.31788977026753074
quota,2,10014,siren,wang_robust,2,313,87,185964,259,183075,0.00018746553141028575,0.40536805369361595,0.0005623965942308573,0.3990705197372867,0.20129710888913593
quota,31,8350,yang_harmfulness,,1,314,5377,86,436582,1791,0.011718775544903444,0.00018528569964970103,0.9516731298678368,0.0039018988514466454,0.24186977249095915
quota,29,11794,wang_robust,zhao_topk,2,315,10135,707,97,284,0.022090415061765532,0.001538961222972811,0.00020926384901613293,0.0006168923882454752,0.006113883130499988
quota,12,4319,zhao_topk,,1,316,44656,1686,311554,81,0.09734038726891059,0.00367301651658525,0.6791331245054507,0.00017438654084677745,0.19508022870794833
quota,0,14042,siren,wang_robust,2,317,88,369241,360,284992,0.00018964536317087047,0.8048810792783013,0.0007825596020499138,0.6212324332807994,0.35677142938108036
quota,31,8193,yang_harmfulness,,1,318,27914,87,365845,2101,0.060845643933201236,0.00018746553141028575,0.7974783706193556,0.004577646697227908,0.21577228169529875
quota,30,1595,wang_robust,siren,2,319,319,11864,98,32305,0.0006931864998659403,0.02585934417581651,0.00021144368077671765,0.07041728519392873,0.024295314887596973
quota,17,11983,zhao_topk,,1,320,19068,6778,350769,82,0.04156285217906882,0.014772719841482634,0.7646152269967804,0.00017656637260736216,0.2052818413474848
quota,3,6790,siren,,1,321,89,198858,4230,289729,0.0001918251949314552,0.4334748044145953,0.009218508515512773,0.6315582963306892,0.2686108586139322
quota,30,8539,yang_harmfulness,,1,322,20235,88,236168,1075,0.044106715843671186,0.00018964536317087047,0.5148043274020111,0.002341139310867987,0.1403604569799303
quota,4,9158,wang_robust,siren,2,323,432,310585,99,160144,0.0009395074888120135,0.6770208675294441,0.00021362351253730236,0.3490847976353185,0.256814699041528
quota,23,13141,zhao_topk,,1,324,69519,187369,9287,83,0.15153754433232844,0.40843071731723746,0.020241917728789693,0.00017874620436794688,0.1450972313956809
quota,26,5286,siren,,1,325,90,21762,458004,45342,0.0001940050266920399,0.04743531894208405,0.9983694858430826,0.0988357518566717,0.28620864041713256
quota,31,963,yang_harmfulness,zhao_topk,2,326,59321,89,278079,444,0.12930762003788548,0.0001918251949314552,0.6061632563198772,0.0009656654699390301,0.1841570917556583
quota,1,4555,wang_robust,,1,327,1011,311167,100,11859,0.002201630078190565,0.6782895296141044,0.00021580334429788708,0.025848445017013586,0.1766388520134016
quota,26,2589,zhao_topk,,1,328,44434,197341,304223,84,0.09685646461806077,0.43016799963378827,0.663152777868604,0.0001809260361285316,0.2975895420391454
quota,5,6882,siren,,1,329,91,78296,452918,14678,0.00019618485845262462,0.1706699276949805,0.9872828615087488,0.03199339075010191,0.297535591203071
quota,31,1395,yang_harmfulness,,1,330,11335,90,3666,7488,0.024706213174467195,0.0001940050266920399,0.007989083402542991,0.016320400391497784,0.012302425498800004
quota,25,4953,wang_robust,siren,2,331,108,307089,101,25102,0.00023324199838256482,0.6694001756944399,0.0002179831760584718,0.054715957022437006,0.1811418394728295
quota,0,10902,zhao_topk,,1,332,94292,25856,885,85,0.20553851653729366,0.05635955016991789,0.0019269712763568907,0.00018310586788911632,0.06600203596286439
quota,1,14272,siren,,1,333,92,362335,458390,54269,0.00019836469021320934,0.7898271611397032,0.9992109009026683,0.11829510998341149,0.47688288417899904
quota,31,4352,yang_harmfulness,,1,334,61891,91,248959,1905,0.1349097876625882,0.00019618485845262462,0.5426865554516502,0.004150399672153303,0.17048573191121108
quota,1,11951,wang_robust,,1,335,6773,224855,102,4538,0.014761820682679712,0.4901438906945162,0.00022016300781905652,0.009889896697772866,0.12875394277069693
quota,1,11411,zhao_topk,,1,336,114661,18265,80325,86,0.24993950966864378,0.03981244727531929,0.1750928063372069,0.00018528569964970103,0.11625751224520492
quota,0,3974,siren,,1,337,93,400298,458428,8401,0.00020054452197379406,0.8725801142667808,0.9992937345095706,0.01831058678891163,0.47259624502180925
quota,31,2945,yang_harmfulness,wang_robust,2,338,128533,92,170,1790,0.280178135851475,0.00019836469021320934,0.00036839156753881735,0.0038997190196860608,0.07116115278222827
quota,30,7410,wang_robust,,1,339,2343,1130,103,906,0.00510516598328941,0.0024610300577001466,0.00022234283957964124,0.00197274774332917,0.002440321655974592
quota,2,9968,zhao_topk,,1,340,121798,383375,357695,87,0.26549696894393693,0.8356908213824057,0.7797127417705901,0.00018746553141028575,0.47027199940708575
quota,4,2975,siren,,1,341,94,388857,457716,2475,0.00020272435373437878,0.8476406590939312,0.9977416942960342,0.005392903775686592,0.4627444953798466
quota,30,12185,yang_harmfulness,,1,342,1639,93,430335,6984,0.0035705644238377683,0.00020054452197379406,0.9380557208594641,0.015221765184163086,0.23926214874735968
quota,31,11222,wang_robust,,1,343,1813,3448,105,18669,0.003949855150179509,0.007513880078735523,0.00022670250310081067,0.040693099306595516,0.01309588425965284
quota,13,13614,zhao_topk,,1,344,57903,376525,328293,88,0.12621661860137634,0.8207589738224004,0.7156213283458782,0.00018964536317087047,0.41569664153320646
quota,26,2776,siren,,1,345,95,2035,411911,4565,0.0002049041854949635,0.0044337778010293165,0.8978945005024512,0.009948752155308653,0.22812048366107104
quota,31,10973,yang_harmfulness,wang_robust,2,346,2497,95,245,2167,0.005440860074419456,0.0002049041854949635,0.0005318789495826712,0.0047215155934265,0.002724789700730898
quota,1,14330,wang_robust,,1,347,1898,453003,106,180676,0.00413514084982921,0.9874681472083985,0.0002288823348613954,0.3938411033436439,0.34641831843418325
quota,16,5033,zhao_topk,,1,348,16312,1699,967,89,0.035555235846897335,0.0037013543294728514,0.0021057174807248375,0.0001918251949314552,0.010388533213006618
