layer,neuron_index,rank_siren,percentile_siren,rank_yang_harmfulness,percentile_yang_harmfulness,rank_wang_robust,percentile_wang_robust,rank_zhao_topk,percentile_zhao_topk,consensus_score,n_methods_at_N,methods_that_selected_it_at_N
19,4513,2958,0.0064457625160490115,9492,0.02068878323970956,61,0.0001307899056350831,167,0.0003618520722570632,0.006906796933412679,2,wang_robust;zhao_topk
31,11234,9090,0.019812490871954504,1297,0.0028250619617177946,163,0.0003531327452147243,2206,0.004806529032089303,0.006949303652744082,1,wang_robust
31,6099,9345,0.020368347970903606,477,0.0010375999180383259,222,0.0004817428190892227,2774,0.0060446734721014235,0.006983091045033145,1,wang_robust
30,10111,689,0.001499724251282286,748,0.0016283343251567845,408,0.0008871915265579802,11036,0.024054443478052363,0.007017423395262353,1,wang_robust
31,8118,11186,0.02438141824214007,216,0.00046866382852571437,54,0.00011553108331099005,1492,0.0032501291550318147,0.007053935577252147,2,yang_harmfulness;wang_robust
31,5542,101,0.0002179831760584718,2221,0.004839226508498074,7868,0.017148736460519978,2808,0.006118787751961304,0.007081183474259457,1,siren
30,8726,12169,0.026524192862794848,135,0.00029209745591835223,151,0.0003269747640877077,562,0.0012228856176880268,0.0070915376751222335,2,yang_harmfulness;wang_robust
31,5919,9278,0.02022229924294443,505,0.001098635207334698,240,0.0005209797907797476,3387,0.007380910341339856,0.007305706145599684,1,wang_robust
29,3438,4024,0.008769463172832321,6097,0.013288254412524441,242,0.0005253394543009171,3056,0.006659386028586314,0.0073106107670609976,1,wang_robust
31,13869,12416,0.027062611307659273,71,0.00015258822324093027,24,5.0136130493448515e-05,1050,0.0022866435168533692,0.007387994794561756,2,yang_harmfulness;wang_robust
31,4261,10095,0.022003221791342144,311,0.0006757478457812626,394,0.0008566738819097942,2936,0.0063978062173161475,0.007483362434087337,2,yang_harmfulness;wang_robust
31,2800,10404,0.02267678980536282,1028,0.0022386872181205057,333,0.0007237041445141264,2070,0.004510071912649781,0.007537313270161808,1,wang_robust
31,7450,12594,0.027450621361043356,7,1.3078990563508308e-05,76,0.00016348738204385386,1188,0.0025874602998140605,0.007553662008366196,2,yang_harmfulness;wang_robust
31,14299,7999,0.017434294421156574,947,0.002062120845513143,329,0.0007149848174717875,4607,0.010040305089253212,0.007562926293348679,1,wang_robust
31,6159,10778,0.023492046883821508,429,0.0009329679935302593,36,7.629411162046513e-05,2814,0.006131866742524812,0.0076582939328742605,2,yang_harmfulness;wang_robust
31,8652,12151,0.026484955891104323,223,0.0004839226508498074,187,0.00040544870746875755,1594,0.0034724719946114557,0.007711699811008586,2,yang_harmfulness;wang_robust
29,9571,30,6.321512105695683e-05,6628,0.014445745077394927,39,8.283360690221929e-05,7582,0.016525304576992746,0.007779274595586712,2,siren;wang_robust
31,9114,12777,0.027849530573230356,173,0.0003749310628205715,132,0.0002855579606365981,1394,0.003036505642494512,0.007886631309795509,2,yang_harmfulness;wang_robust
31,12529,12958,0.028244080121896192,134,0.0002899176241577675,286,0.0006212520517666447,1117,0.0024326922448125454,0.007896985510658289,2,yang_harmfulness;wang_robust
31,1129,11798,0.02571547527961792,913,0.001988006565653263,27,5.667562577520267e-05,1887,0.004111162700462778,0.00796783004287729,1,wang_robust
16,6521,12052,0.026269152546806437,2582,0.005626145774069158,67,0.0001438688961985914,11,2.179831760584718e-05,0.008015241383670008,2,wang_robust;zhao_topk
31,8937,13038,0.028418466662742968,12,2.39781493664319e-05,33,6.975461633871098e-05,1714,0.0037340518058816222,0.008061562808582433,2,yang_harmfulness;wang_robust
30,5905,13745,0.029959607717476366,312,0.0006779276775418473,723,0.0015738385311421664,194,0.0004207075297928506,0.008158020363988307,2,yang_harmfulness;zhao_topk
31,6432,14750,0.032150338636864007,14,2.8337812887601334e-05,84,0.0001809260361285316,156,0.0003378739228906313,0.008174369102192693,3,yang_harmfulness;wang_robust;zhao_topk
29,14023,2553,0.0055629306530122005,10430,0.022733465431138026,411,0.0008937310218397344,1686,0.00367301651658525,0.008215785905643803,1,wang_robust
31,3268,12230,0.026657162600190517,1341,0.002920974559183522,428,0.0009307881617696746,1285,0.002798903980590778,0.008326957325433624,1,wang_robust
29,4918,8769,0.01911276487680681,281,0.0006103528929637211,3023,0.006587451580487018,3329,0.0072544800992259415,0.008391262362370873,1,yang_harmfulness
27,5147,14494,0.03159230170615432,708,0.0015411410547333958,139,0.0003008167829606911,173,0.0003749310628205715,0.008452297651667244,2,wang_robust;zhao_topk
12,9795,10861,0.023672972919950037,3643,0.007938947272049543,739,0.001608715839311522,347,0.0007542217891623124,0.008493714455118352,1,zhao_topk
20,8083,6943,0.015132392081979112,8417,0.018345464097080988,212,0.0004599445014833755,93,0.00020054452197379406,0.008534586300629317,2,wang_robust;zhao_topk
31,3769,2684,0.005848488613648798,35,7.411427985988042e-05,10502,0.022890413317900125,2618,0.005704619717450207,0.008629408982214752,1,yang_harmfulness
31,437,11357,0.02475416947320006,661,0.001438688961985914,169,0.00036621173577823263,3791,0.008261562372616082,0.008705158135895072,1,wang_robust
31,7416,13290,0.028967784266410317,30,6.321512105695683e-05,155,0.0003356940911300466,2592,0.005647944091675005,0.008753659392568081,2,yang_harmfulness;wang_robust
31,8732,8763,0.0190996858862433,384,0.000834875564303947,1092,0.0023781964507979276,5848,0.012745476304138846,0.008764558551371005,1,yang_harmfulness
31,1209,15843,0.0345328947511831,257,0.0005580369307096878,129,0.0002790184653548439,103,0.00022234283957964124,0.00889807324670682,3,yang_harmfulness;wang_robust;zhao_topk
31,2223,10909,0.023777604844458105,713,0.0015520402135363192,115,0.0002485008207066579,4597,0.010018506771647364,0.008899163162587112,1,wang_robust
31,12004,15091,0.032893661267223394,5,8.719327042338873e-06,14,2.8337812887601334e-05,1494,0.003254488818552984,0.00904630180642658,2,yang_harmfulness;wang_robust
