variant,layer,neuron_index,entered_via,also_in,n_methods_at_N,selection_step,rank_siren,rank_yang_harmfulness,percentile_siren,percentile_yang_harmfulness,consensus_score
quota,26,6754,siren,,1,263,133,112157,0.0002877377923971828,0.24448121094013964,0.12238447436626841
quota,31,11581,yang_harmfulness,,1,264,1427,133,0.003108440090593808,0.0002877377923971828,0.0016980889414954954
quota,5,7721,siren,,1,265,134,396231,0.0002899176241577675,0.8637147384964828,0.4320023280603203
quota,31,12529,yang_harmfulness,,1,266,12958,134,0.028244080121896192,0.0002899176241577675,0.01426699887302698
quota,6,7994,siren,,1,267,135,45910,0.00029209745591835223,0.10007389629668383,0.05018299687630109
quota,30,8726,yang_harmfulness,,1,268,12169,135,0.026524192862794848,0.00029209745591835223,0.0134081451593566
quota,2,6401,siren,,1,269,136,134761,0.00029427728767893695,0.2937541280563966,0.14702420267203778
quota,31,12863,yang_harmfulness,,1,270,10559,136,0.023014663728253452,0.00029427728767893695,0.011654470507966194
quota,1,865,siren,,1,271,137,216089,0.00029645711943952167,0.47103548548123053,0.23566597130033504
quota,30,635,yang_harmfulness,,1,272,12998,137,0.02833127339231958,0.00029645711943952167,0.01431386525587955
quota,3,3260,siren,,1,273,138,371543,0.0002986369512001064,0.8098990519911673,0.4050988444711837
quota,31,566,yang_harmfulness,,1,274,33737,138,0.07353880427508605,0.0002986369512001064,0.03691872061314308
quota,0,4699,siren,,1,275,139,451495,0.0003008167829606911,0.9841809609134367,0.49224088884819867
quota,31,11914,yang_harmfulness,,1,276,433657,139,0.9452971219681265,0.0003008167829606911,0.4727989693755436
quota,5,11992,siren,,1,277,140,93844,0.0003029966147212758,0.2045619519085517,0.10243247426163649
quota,31,6072,yang_harmfulness,,1,278,13095,140,0.0285427170730963,0.0003029966147212758,0.014422856843908788
quota,26,6184,siren,,1,279,141,254283,0.00030517644648186054,0.5542919797450033,0.2772985780957426
quota,31,3540,yang_harmfulness,,1,280,13210,141,0.02879339772556354,0.00030517644648186054,0.0145492870860227
quota,8,7710,siren,,1,281,142,203935,0.00030735627824244525,0.44454181026308387,0.22242458327066317
quota,30,3786,yang_harmfulness,siren,2,282,457,142,0.0009940032828266315,0.00030735627824244525,0.0006506797805345384
quota,0,12250,siren,,1,283,143,366375,0.00030953611000302997,0.7986336814524655,0.3994716087812343
quota,31,5021,yang_harmfulness,,1,284,8807,143,0.01919559848370903,0.00030953611000302997,0.00975256729685603
quota,13,7787,siren,,1,285,144,3610,0.0003117159417636147,0.007867012823950248,0.004089364382856931
quota,30,12150,yang_harmfulness,,1,286,6425,144,0.01400323922999623,0.0003117159417636147,0.007157477585879922
quota,31,13883,siren,,1,287,145,172860,0.0003138957735241994,0.3768035383029138,0.188558717038219
quota,31,3289,yang_harmfulness,,1,288,27495,145,0.05993229442551624,0.0003138957735241994,0.030123095099520217
quota,14,3917,siren,,1,289,146,806,0.0003160756052847841,0.001754764567270698,0.001035420086277741
quota,31,1159,yang_harmfulness,,1,290,46221,146,0.10075182397422566,0.0003160756052847841,0.05053394978975522
quota,3,9513,siren,,1,291,147,220691,0.00031825543704536884,0.48106707124344145,0.24069266334024342
quota,31,3630,yang_harmfulness,,1,292,13719,147,0.029902932091701164,0.00031825543704536884,0.015110593764373266
quota,15,8354,siren,,1,293,148,27163,0.00032043526880595356,0.05920859028100211,0.02976451277490403
quota,31,6720,yang_harmfulness,,1,294,68292,148,0.14886289076209097,0.00032043526880595356,0.07459166301544846
quota,5,13532,siren,,1,295,149,356902,0.0003226151005665383,0.7779841351844464,0.3891533751425065
quota,31,7365,yang_harmfulness,,1,296,19815,149,0.043191186504225605,0.0003226151005665383,0.021756900802396072
quota,26,225,siren,,1,297,150,366121,0.000324794932327123,0.798080004185277,0.3992023995588021
quota,31,7019,yang_harmfulness,,1,298,21967,150,0.04788218445300392,0.000324794932327123,0.02410348969266552
quota,11,5488,siren,,1,299,151,195942,0.0003269747640877077,0.4271184150007302,0.21372269488240897
quota,31,5448,yang_harmfulness,,1,300,17502,151,0.03814923564199315,0.0003269747640877077,0.01923810520304043
quota,21,13596,siren,,1,301,152,74411,0.00032915459584829243,0.16220128130510889,0.08126521795047859
quota,31,3646,yang_harmfulness,,1,302,2367,152,0.005157481945543443,0.00032915459584829243,0.002743318270695868
quota,0,12063,siren,,1,303,153,274219,0.00033133442760887715,0.5977491057240202,0.29904022007581454
quota,31,4560,yang_harmfulness,,1,304,286616,153,0.624772480059989,0.00033133442760887715,0.31255190724379894
quota,16,14185,siren,,1,305,154,5500,0.00033351425936946187,0.011986894851455364,0.006160204555412413
quota,31,13622,yang_harmfulness,,1,306,22507,154,0.04905929360371967,0.00033351425936946187,0.024696403931544566
quota,10,2727,siren,,1,307,155,38198,0.0003356940911300466,0.08326303375905447,0.04179936392509226
quota,31,7673,yang_harmfulness,,1,308,9461,155,0.020621208455131435,0.0003356940911300466,0.01047845127313074
quota,25,12840,siren,,1,309,156,281681,0.0003378739228906313,0.6140150103215034,0.307176442122197
quota,31,2954,yang_harmfulness,,1,310,1914,156,0.004170018157998566,0.0003378739228906313,0.0022539460404445984
quota,9,9439,siren,,1,311,157,273151,0.000340053754651216,0.5954210454037158,0.2978805495791835
quota,31,5593,yang_harmfulness,,1,312,121799,157,0.26549914877569747,0.000340053754651216,0.13291960126517435
quota,12,5006,siren,,1,313,158,9587,0.00034223358641180074,0.020895867256965107,0.010619050421688455
quota,31,4512,yang_harmfulness,,1,314,16587,158,0.036154689581058136,0.00034223358641180074,0.018248461583734967
quota,17,6231,siren,,1,315,159,54014,0.00034441341817238546,0.11773925288446238,0.059041833151317384
quota,31,6579,yang_harmfulness,,1,316,19772,159,0.04309745373852046,0.00034441341817238546,0.021720933578346424
quota,5,3132,siren,,1,317,160,415961,0.0003465932499329702,0.9067228191328194,0.4535347061913762
quota,31,4179,yang_harmfulness,,1,318,8539,160,0.018611403571872322,0.0003465932499329702,0.009478998410902646
quota,2,5965,siren,,1,319,161,334730,0.0003487730816935549,0.729652905388762,0.3650008392352278
quota,31,6466,yang_harmfulness,,1,320,30831,161,0.06720421317882685,0.0003487730816935549,0.0337764931302602
quota,19,635,siren,,1,321,162,16733,0.0003509529134541396,0.036472945018103504,0.018411948965778822
quota,31,2268,yang_harmfulness,,1,322,5164,162,0.011254471379898899,0.0003509529134541396,0.00580271214667652
quota,3,9403,siren,,1,323,163,304910,0.0003531327452147243,0.6646503222881258,0.3325017275166703
quota,30,11725,yang_harmfulness,,1,324,17222,163,0.03753888274902943,0.0003531327452147243,0.018946007747122077
quota,26,1180,siren,,1,325,164,395572,0.00035531257697530904,0.8622782293662575,0.4313167709716164
quota,31,5604,yang_harmfulness,,1,326,10180,164,0.022188507490991844,0.00035531257697530904,0.011271910033983576
quota,18,922,siren,,1,327,165,5370,0.00035749240873589376,0.011703516722579351,0.006030504565657622
quota,31,2657,yang_harmfulness,,1,328,18035,165,0.0393110859703848,0.00035749240873589376,0.019834289189560348
quota,0,9768,siren,,1,329,166,339756,0.0003596722404964785,0.7406087398174609,0.3704842060289787
quota,31,9175,yang_harmfulness,,1,330,18310,166,0.039910539704545604,0.0003596722404964785,0.02013510597252104
quota,23,9911,siren,,1,331,167,62069,0.0003618520722570632,0.13529779771597228,0.06782982489411467
quota,31,9071,yang_harmfulness,,1,332,249441,167,0.5437372343602521,0.0003618520722570632,0.2720495432162546
quota,27,1532,siren,,1,333,168,113929,0.0003640319040176479,0.24834387281989576,0.1243539523619567
quota,31,11640,yang_harmfulness,,1,334,315006,168,0.6866579037429891,0.0003640319040176479,0.3435109678235034
quota,24,3166,siren,,1,335,169,40877,0.00036621173577823263,0.08910280304566094,0.04473450739071959
quota,29,11650,yang_harmfulness,,1,336,348903,169,0.7605476609315293,0.00036621173577823263,0.38045693633365374
quota,28,10405,siren,,1,337,170,58879,0.00036839156753881735,0.12834413439970704,0.06435626298362293
quota,31,5082,yang_harmfulness,,1,338,36218,170,0.07894696687309674,0.00036839156753881735,0.03965767922031778
quota,5,1111,siren,,1,339,171,235105,0.00037057139929940207,0.5124871662405096,0.2564288688199045
quota,31,9818,yang_harmfulness,,1,340,25804,171,0.056246198918367483,0.00037057139929940207,0.02830838515883344
quota,26,7267,siren,,1,341,172,85966,0.0003727512310599868,0.1873892372986653,0.09388099426486264
quota,30,3727,yang_harmfulness,,1,342,8427,172,0.018367262414686836,0.0003727512310599868,0.009370006822873412
quota,0,4123,siren,,1,343,173,395841,0.0003749310628205715,0.8628646041098548,0.4316197675863377
quota,31,9114,yang_harmfulness,,1,344,12777,173,0.027849530573230356,0.0003749310628205715,0.014112230818025463
quota,22,526,siren,,1,345,174,56909,0.0003771108945811562,0.12404986583135513,0.062213488362968146
quota,31,12668,yang_harmfulness,,1,346,14610,174,0.031845162190382144,0.0003771108945811562,0.01611113654248165
quota,3,13772,siren,,1,347,175,260707,0.00037929072634174094,0.5682952189749995,0.2843372548506706
quota,31,1798,yang_harmfulness,,1,348,14338,175,0.0312522479515031,0.00037929072634174094,0.01581576933892242
quota,29,6982,siren,,1,349,176,1771,0.00038147055810232566,0.003858302216234951,0.0021198863871686384
quota,31,2646,yang_harmfulness,,1,350,27223,176,0.059339380186637196,0.00038147055810232566,0.02986042537236976
quota,1,4568,siren,,1,351,177,304474,0.0003836503898629104,0.6636999156405109,0.3320417830151869
quota,31,12584,yang_harmfulness,,1,352,16310,177,0.035550876183376164,0.0003836503898629104,0.017967263286619538
quota,30,3587,siren,,1,353,178,34571,0.0003858302216234951,0.0753567839634137,0.037871307092518604
quota,31,953,yang_harmfulness,,1,354,70633,178,0.15396587691361982,0.0003858302216234951,0.07717585356762166
quota,5,4148,siren,,1,355,179,165906,0.0003880100533840798,0.3616449882398077,0.18101649914659587
quota,31,4594,yang_harmfulness,,1,356,28696,179,0.06255027236997848,0.0003880100533840798,0.03146914121168128
quota,0,6129,siren,,1,357,180,377785,0.00039018988514466453,0.8235055618407371,0.41194787586294085
quota,31,11175,yang_harmfulness,,1,358,292541,180,0.6376879832414534,0.00039018988514466453,0.319039086563299
quota,20,9928,siren,,1,359,181,116988,0.00039236971690524925,0.2550119781755244,0.12770217394621483
quota,31,7693,yang_harmfulness,,1,360,16238,181,0.035393928296614065,0.00039236971690524925,0.017893149006759656
quota,26,4254,siren,,1,361,182,440574,0.00039454954866583396,0.960375018256091,0.4803847839023784
quota,30,7675,yang_harmfulness,,1,362,3371,182,0.0073460330331705,0.00039454954866583396,0.0038702912909181673
quota,4,2026,siren,,1,363,183,330156,0.0003967293804264187,0.7196823549158476,0.36003954214813705
quota,31,3084,yang_harmfulness,,1,364,2432,183,0.00529917100998145,0.0003967293804264187,0.0028479501952039343
quota,2,2661,siren,,1,365,184,44382,0.0003989092121870034,0.09674311336651037,0.04857101128934869
quota,30,13759,yang_harmfulness,,1,366,402854,184,0.8781517642468354,0.0003989092121870034,0.4392753367295112
quota,3,11000,siren,,1,367,185,417082,0.0004010890439475881,0.9091664105364348,0.45478374979019115
quota,30,8716,yang_harmfulness,,1,368,15170,185,0.03306586797630959,0.0004010890439475881,0.016733478510128588
quota,7,4136,siren,,1,369,186,270435,0.00040326887570817283,0.5895006223419677,0.2949519456088379
quota,31,3611,yang_harmfulness,,1,370,19877,186,0.043326336073381856,0.00040326887570817283,0.021864802474545014
quota,8,9966,siren,,1,371,187,361891,0.00040544870746875755,0.7888593158380036,0.39463238227273617
quota,31,1493,yang_harmfulness,,1,372,5220,187,0.011376541958491644,0.00040544870746875755,0.005890995332980201
quota,31,8410,siren,,1,373,188,666,0.00040762853922934227,0.0014495881207888376,0.00092860833000909
quota,31,7278,yang_harmfulness,,1,374,7850,188,0.017109499488829453,0.00040762853922934227,0.008758564014029397
quota,0,13838,siren,,1,375,189,435621,0.000409808370989927,0.9495783115459149,0.4749940599584524
quota,31,2775,yang_harmfulness,,1,376,278662,189,0.6074340982362981,0.000409808370989927,0.303921953303644
quota,5,11739,siren,,1,377,190,208336,0.0004119882027505117,0.45413524984141723,0.22727361902208387
quota,31,7706,yang_harmfulness,,1,378,223930,190,0.4881275463159753,0.0004119882027505117,0.24426976725936292
quota,14,7673,siren,,1,379,191,197246,0.0004141680345110964,0.4299609156165327,0.2151875418255219
quota,31,2213,yang_harmfulness,,1,380,230449,191,0.5023378695632271,0.0004141680345110964,0.2513760187988691
quota,26,11172,siren,,1,381,192,35163,0.00041634786627168114,0.07664724436567985,0.038531796115975764
quota,31,11084,yang_harmfulness,,1,382,32574,192,0.07100365993752603,0.00041634786627168114,0.03571000390189885
quota,6,12606,siren,,1,383,193,305200,0.00041852769803226586,0.6652824734986954,0.33285050059836385
quota,31,1506,yang_harmfulness,,1,384,4952,193,0.01079234704665494,0.00041852769803226586,0.005605437372343603
quota,13,2550,siren,,1,385,194,384909,0.0004207075297928506,0.8390346833031427,0.41972769541646776
quota,31,416,yang_harmfulness,,1,386,408069,194,0.8895195868782847,0.0004207075297928506,0.44497014720403877
quota,15,3816,siren,,1,387,195,5153,0.0004228873615534353,0.011230493230532467,0.005826690296042951
quota,31,3871,yang_harmfulness,,1,388,7527,195,0.016405413830160587,0.0004228873615534353,0.008414150595857012
quota,21,1832,siren,,1,389,196,641,0.00042506719331402,0.0013950923267742196,0.0009100797600441198
quota,31,3428,yang_harmfulness,,1,390,18732,196,0.040830428707512356,0.00042506719331402,0.020627747950413187
quota,0,846,siren,,1,391,197,373894,0.00042724702507460473,0.815023836460302,0.40772554174268827
quota,31,3104,yang_harmfulness,,1,392,456761,197,0.9956599549646759,0.00042724702507460473,0.4980436009948752
quota,3,2260,siren,,1,393,198,350646,0.00042942685683518945,0.7643471076902285,0.38238826727353187
quota,31,11652,yang_harmfulness,,1,394,10425,198,0.022722566272335102,0.00042942685683518945,0.011575996564585146
quota,11,5846,siren,,1,395,199,387290,0.00043160668859577417,0.8442248627250949,0.42232823470684533
quota,31,5617,yang_harmfulness,,1,396,7098,199,0.015470266004869743,0.00043160668859577417,0.00795093634673276
quota,5,110,siren,,1,397,200,193929,0.0004337865203563589,0.4227304136666732,0.21158210009351477
quota,31,12193,yang_harmfulness,,1,398,13444,200,0.029303478357540366,0.0004337865203563589,0.014868632438948362
quota,26,3049,siren,,1,399,201,194266,0.0004359663521169436,0.4234650169699903,0.21195049166105362
quota,31,3166,yang_harmfulness,,1,400,2812,201,0.006127507079003642,0.0004359663521169436,0.003281736715560293
quota,16,12478,siren,,1,401,202,22440,0.0004381461838775283,0.048913244875760487,0.02467569552981901
quota,31,1095,yang_harmfulness,,1,402,22960,202,0.05004675739126454,0.0004381461838775283,0.025242451787571035
quota,10,9064,siren,,1,403,203,297171,0.00044032601563811304,0.6477806042929607,0.3241104651542994
quota,31,10459,yang_harmfulness,,1,404,139526,203,0.30414102639558277,0.00044032601563811304,0.15229067620561043
quota,12,9114,siren,,1,405,204,41688,0.00044250584739869775,0.09087064660349514,0.04565657622544692
quota,31,11062,yang_harmfulness,,1,406,31899,204,0.06953227349913134,0.00044250584739869775,0.03498738967326502
quota,25,5296,siren,,1,407,205,107864,0.00044468567915928247,0.23512319319194944,0.11778393943555436
quota,31,9866,yang_harmfulness,,1,408,23113,205,0.050380271650634,0.00044468567915928247,0.025412478664896643
quota,9,5243,siren,,1,409,206,42884,0.0004468655109198672,0.09347772538915447,0.04696229545003717
quota,31,11817,yang_harmfulness,,1,410,18216,206,0.03970563551905064,0.0004468655109198672,0.020076250514985253
quota,0,3486,siren,,1,411,207,201908,0.0004490453426804519,0.44012329128437866,0.22028616831352957
quota,31,6069,yang_harmfulness,,1,412,22440,207,0.048913244875760487,0.0004490453426804519,0.024681145109220468
quota,5,4886,siren,,1,413,208,362684,0.0004512251744410366,0.7905879224241473,0.3955195737992942
quota,30,12387,yang_harmfulness,,1,414,36499,208,0.07955949959782103,0.0004512251744410366,0.04000536238613103
quota,17,4652,siren,,1,415,209,35873,0.00045340500620162134,0.078194924915695,0.039324164960948316
quota,31,4790,yang_harmfulness,,1,416,22268,209,0.048538313812939916,0.00045340500620162134,0.024495859409570768
quota,2,3174,siren,,1,417,210,45852,0.00045558483796220606,0.0999474660545699,0.050201525446266056
quota,31,12841,yang_harmfulness,,1,418,13426,210,0.02926424138584984,0.00045558483796220606,0.014859913111906023
quota,3,14192,siren,,1,419,211,365010,0.0004577646697227908,0.7956582110992674,0.3980579878844951
quota,30,1721,yang_harmfulness,,1,420,175095,211,0.3816754622878206,0.0004577646697227908,0.1910666134787717
quota,19,2017,siren,,1,421,212,15976,0.0004599445014833755,0.03482281237534087,0.017641378438412122
quota,31,10345,yang_harmfulness,,1,422,263693,212,0.5748041966121055,0.0004599445014833755,0.2876320705567944
quota,26,785,siren,,1,423,213,114126,0.0004621243332439602,0.24877329967673095,0.12461771200498746
quota,31,13691,yang_harmfulness,,1,424,84204,213,0.183548373736515,0.0004621243332439602,0.09200524903487949
quota,18,290,siren,,1,425,214,15559,0.00046430416500454493,0.03391382253117704,0.017189063348090793
quota,30,6894,yang_harmfulness,,1,426,9723,214,0.021192324376404628,0.00046430416500454493,0.010828314270704586
quota,0,11762,siren,,1,427,215,450907,0.00046648399676512965,0.9828992198382129,0.491682851917489
quota,31,289,yang_harmfulness,,1,428,13797,215,0.03007295896902677,0.00046648399676512965,0.015269721482895949
quota,23,3118,siren,,1,429,216,7392,0.00046866382852571437,0.01611113654248165,0.008289900185503683
quota,31,8118,yang_harmfulness,,1,430,11186,216,0.02438141824214007,0.00046866382852571437,0.012425041035332892
quota,24,5698,siren,,1,431,217,36746,0.0004708436602862991,0.08009791804268547,0.04028438085148588
quota,31,12423,yang_harmfulness,,1,432,33062,217,0.07206741783669136,0.0004708436602862991,0.03626913074848883
quota,27,1633,siren,,1,433,218,13781,0.0004730234920468838,0.030038081660857415,0.01525555257645215
quota,30,12016,yang_harmfulness,,1,434,1147,218,0.0024980871976300867,0.0004730234920468838,0.0014855553448384852
quota,5,3593,siren,,1,435,219,367185,0.0004752033238074685,0.8003993451785392,0.4004372742511733
quota,30,9457,yang_harmfulness,,1,436,10675,219,0.02326752421248128,0.0004752033238074685,0.011871363768144374
quota,28,12775,siren,,1,437,220,147406,0.00047738315556805324,0.32131810066899036,0.1608977419122792
quota,31,7906,yang_harmfulness,,1,438,296791,220,0.6469522682239385,0.00047738315556805324,0.32371482568975324
quota,1,1306,siren,,1,439,221,14412,0.00047956298732863796,0.03141355550178637,0.015946559244557505
quota,30,7872,yang_harmfulness,,1,440,14978,221,0.03264734027827732,0.00047956298732863796,0.01656345163280298
quota,26,5956,siren,,1,441,222,450405,0.0004817428190892227,0.9818049442943994,0.49114334355674427
quota,31,2756,yang_harmfulness,,1,442,4458,222,0.009715510156926089,0.0004817428190892227,0.005098626488007655
quota,0,13539,siren,,1,443,223,286010,0.0004839226508498074,0.6234515020130746,0.31196771233196224
quota,31,8652,yang_harmfulness,,1,444,12151,223,0.026484955891104323,0.0004839226508498074,0.013484439270977065
quota,3,13775,siren,,1,445,224,308082,0.0004861024826103921,0.6715647486327005,0.33602542555765547
quota,31,1834,yang_harmfulness,,1,446,14493,224,0.03159012187439374,0.0004861024826103921,0.016038112178502064
quota,22,11622,siren,,1,447,225,153816,0.0004882823143709769,0.3352908222543384,0.1678895522843547
quota,30,5542,yang_harmfulness,,1,448,8809,225,0.019199958147230196,0.0004882823143709769,0.009844120230800587
quota,30,13587,siren,,1,449,226,2007,0.0004904621461315616,0.004372742511732945,0.002431602328932253
quota,31,5230,yang_harmfulness,,1,450,5248,226,0.011437577247788015,0.0004904621461315616,0.005964019696959789
quota,5,9839,siren,,1,451,227,317743,0.0004926419778921463,0.6926241032717095,0.3465583726248008
quota,31,2474,yang_harmfulness,,1,452,58697,227,0.12794740501928062,0.0004926419778921463,0.06422002349858638
quota,31,3557,siren,,1,453,228,1278,0.000494821809652731,0.002783645158266685,0.001639233483959708
quota,31,1739,yang_harmfulness,,1,454,405519,228,0.8839610158887937,0.000494821809652731,0.44222791884922324
quota,29,11005,siren,,1,455,229,3913,0.0004970016414133158,0.008527501847407417,0.004512251744410366
quota,31,8984,yang_harmfulness,,1,456,19095,229,0.04162170763660461,0.0004970016414133158,0.021059354639008963
quota,0,11793,siren,,1,457,230,314465,0.0004991814731739005,0.6854786147605127,0.3429888981168433
quota,31,7517,yang_harmfulness,,1,458,247773,230,0.5401012749835967,0.0004991814731739005,0.2703002282283853
quota,26,6480,siren,,1,459,231,204027,0.0005013613049344852,0.4447423547850577,0.2226218580449961
