layer,neuron_index,rank_siren,percentile_siren,rank_yang_harmfulness,percentile_yang_harmfulness,consensus_score,n_methods_at_N,methods_that_selected_it_at_N
31,10459,139526,0.30414102639558277,203,0.00044032601563811304,0.15229067620561043,1,yang_harmfulness
5,7127,43,9.155293394455816e-05,140654,0.3065998766215223,0.15334571477773346,1,siren
3,640,273,0.0005929142388790433,140526,0.3063208581561675,0.15345688619752326,1,siren
17,10466,257,0.0005580369307096878,141468,0.30837425967463833,0.15446614830267402,1,siren
5,4724,34,7.19344480992957e-05,145659,0.3175099345832489,0.15879093451567408,1,siren
23,5263,24,5.0136130493448515e-05,146139,0.3185562538283295,0.15930319497941148,1,siren
31,6696,146126,0.31852791601544195,256,0.0005558570989491031,0.15954188655719553,1,yang_harmfulness
28,12775,220,0.00047738315556805324,147406,0.32131810066899036,0.1608977419122792,1,siren
22,5981,333,0.0007237041445141264,147524,0.32157532081673934,0.16114951248062673,1,siren
9,743,10,1.9618485845262463e-05,147996,0.3226042014077353,0.1613119099467903,1,siren
5,13308,236,0.0005122604637374088,148608,0.3239382584452132,0.1622252594544753,1,siren
26,2376,321,0.0006975461633871098,148892,0.32455733066521925,0.1626274384143032,1,siren
31,4126,149123,0.32506087180191434,234,0.0005079008002162393,0.1627843863010653,1,yang_harmfulness
31,5118,149283,0.3254096448836079,81,0.00017438654084677745,0.16279201571222734,1,yang_harmfulness
29,13826,152465,0.33234586954578843,419,0.0009111696759244121,0.16662851961085642,1,yang_harmfulness
18,8426,408,0.0008871915265579802,152857,0.3332003635959377,0.16704377756124783,1,siren
22,11622,225,0.0004882823143709769,153816,0.3352908222543384,0.1678895522843547,1,siren
24,1619,71,0.00015258822324093027,155027,0.3379305985164065,0.16904159336982372,1,siren
14,14318,53,0.00011335125155040534,155639,0.33926465555388435,0.1696890034027174,1,siren
26,13601,351,0.0007629411162046513,155575,0.33912514632120694,0.1699440437187058,1,siren
5,10300,302,0.0006561293599360001,156805,0.3418063393867261,0.17123123437333104,1,siren
31,3237,160679,0.3502510076272313,290,0.0006299713788089835,0.17544048950302016,1,yang_harmfulness
3,8902,374,0.0008130772466980998,160978,0.35090277732364616,0.17585792728517213,1,siren
3,3980,83,0.00017874620436794688,164643,0.35889186072618917,0.17953530346527857,1,siren
31,8499,164720,0.35905970777175417,412,0.0008959108536003191,0.17997780931267723,1,yang_harmfulness
7,2899,132,0.0002855579606365981,165860,0.36154471597882076,0.1809151369697287,1,siren
5,4148,179,0.0003880100533840798,165906,0.3616449882398077,0.18101649914659587,1,siren
6,4413,427,0.0009286083300090899,166223,0.362335994907913,0.18163230161896105,1,siren
8,6371,459,0.000998362946347801,166374,0.3626651495037613,0.18183175622505454,1,siren
11,4088,245,0.0005318789495826712,167088,0.3642215493808188,0.18237671416520074,1,siren
25,6654,296,0.0006430503693724918,167833,0.3658455240424544,0.18324428720591346,1,siren
31,13883,145,0.0003138957735241994,172860,0.3768035383029138,0.188558717038219,1,siren
3,5079,397,0.0008632133771915483,173596,0.37840789447870415,0.18963555392794784,1,siren
30,1721,175095,0.3816754622878206,211,0.0004577646697227908,0.1910666134787717,1,yang_harmfulness
31,11919,175111,0.38171033959599,389,0.0008457747231068706,0.19127805715954843,1,yang_harmfulness
12,4498,110,0.00023760166190373426,177917,0.3878269475161907,0.1940322745890472,1,siren
26,11169,44,9.373276570514288e-05,179967,0.3922956026253894,0.19619466769554725,1,siren
31,8862,179913,0.3921778917103178,416,0.000904630180642658,0.19654126094548025,1,yang_harmfulness
3,9204,424,0.0009220688347273357,180144,0.39268143284701285,0.1968017508408701,1,siren
31,12773,182175,0.39710867115276044,356,0.0007738402750075749,0.19894125571388402,1,yang_harmfulness
14,7736,406,0.0008828318630368108,182329,0.3974443652438905,0.19916359855346366,1,siren
8,6267,277,0.0006016335659213822,183398,0.39977460539595555,0.20018811948093845,1,siren
26,5298,240,0.0005209797907797476,183757,0.4005571649980055,0.20053907239439261,1,siren
0,12222,355,0.0007716604432469902,184646,0.4024950354331653,0.20163334793820614,1,siren
18,11018,116,0.0002506806524672426,185008,0.40328413453049694,0.2017674075914821,1,siren
2,10014,87,0.00018746553141028575,185964,0.40536805369361595,0.20277775961251313,1,siren
3,5660,129,0.0002790184653548439,187488,0.40869011729674704,0.20448456788105093,1,siren
31,14106,187746,0.4092525138909779,33,6.975461633871098e-05,0.2046611342536583,1,yang_harmfulness
5,9704,385,0.0008370553960645317,190161,0.41451680759278997,0.20767693149442726,1,siren
5,430,82,0.00017656637260736216,191370,0.4171522241913369,0.20866439528197214,1,siren
30,5794,191115,0.4165963670923878,369,0.0008021780878951762,0.20869927259014148,1,yang_harmfulness
21,13995,58,0.00012425041035332894,191449,0.4173244309004231,0.20872434065538822,1,siren
25,2732,65,0.00013950923267742196,191584,0.41761870818810204,0.20887910871038973,1,siren
31,6527,191671,0.41780835355127294,382,0.0008305159007827776,0.20931943472602785,1,yang_harmfulness
26,7711,35,7.411427985988042e-05,192432,0.41946720552107786,0.20977065990046886,1,siren
11,12103,291,0.0006321512105695683,192707,0.4200666592552387,0.21034940523290413,1,siren
31,12923,193219,0.42118273311665805,120,0.00025939997950958146,0.2107210665480838,1,yang_harmfulness
21,2303,422,0.0009177091712061663,192954,0.4206050777001031,0.21076139343565461,1,siren
5,110,200,0.0004337865203563589,193929,0.4227304136666732,0.21158210009351477,1,siren
26,3049,201,0.0004359663521169436,194266,0.4234650169699903,0.21195049166105362,1,siren
24,416,318,0.0006910066681053556,194236,0.42339962201717274,0.21204531434263904,1,siren
11,5488,151,0.0003269747640877077,195942,0.4271184150007302,0.21372269488240897,1,siren
14,7673,191,0.0004141680345110964,197246,0.4299609156165327,0.2151875418255219,1,siren
10,3625,346,0.0007520419574017277,198097,0.4318159524447903,0.21628399720109603,1,siren
3,6790,89,0.0001918251949314552,198858,0.4334748044145953,0.21683331480476337,1,siren
26,2901,453,0.0009852839557842926,198792,0.4333309355183967,0.2171581097370905,1,siren
0,3486,207,0.0004490453426804519,201908,0.44012329128437866,0.22028616831352957,1,siren
5,8197,441,0.0009591259746572759,202261,0.44089277189586507,0.22092594893526116,1,siren
5,11491,99,0.00021362351253730236,203102,0.4427260104065168,0.22146981695952705,1,siren
31,10204,203597,0.44380502712800624,344,0.0007476822938805583,0.2222763547109434,1,yang_harmfulness
8,7710,142,0.00030735627824244525,203935,0.44454181026308387,0.22242458327066317,1,siren
26,6480,231,0.0005013613049344852,204027,0.4447423547850577,0.2226218580449961,1,siren
3,1972,309,0.0006713881822600932,204054,0.4448012102425935,0.2227362992124268,1,siren
3,3833,117,0.0002528604842278273,204545,0.4458715076370406,0.22306218406063422,1,siren
19,11771,20,4.1416803451109644e-05,205659,0.44829984021833197,0.22417062851089153,1,siren
5,11739,190,0.0004119882027505117,208336,0.45413524984141723,0.22727361902208387,1,siren
18,8730,311,0.0006757478457812626,210966,0.45986820737175504,0.23027197760876816,1,siren
18,2020,360,0.0007825596020499138,211444,0.46091016695331455,0.23084636327768224,1,siren
5,51,127,0.0002746588018336745,214639,0.4678747294283827,0.2340746941151082,1,siren
1,865,137,0.00029645711943952167,216089,0.47103548548123053,0.23566597130033504,1,siren
9,12473,61,0.0001307899056350831,217629,0.47439242639253104,0.23726160814908306,1,siren
31,11690,217916,0.47501803810781884,394,0.0008566738819097942,0.23793735599486432,1,yang_harmfulness
5,1769,356,0.0007738402750075749,218712,0.4767531841892443,0.23876351223212594,1,siren
30,2653,31,6.539495281754155e-05,219726,0.4789635335944772,0.23951446427364737,1,siren
3,13538,358,0.0007781999385287443,219546,0.4785711638775719,0.23967468190805033,1,siren
3,9513,147,0.00031825543704536884,220691,0.48106707124344145,0.24069266334024342,1,siren
7,11986,79,0.000170026877325608,222993,0.48608504395630747,0.24312753541681653,1,siren
31,7706,223930,0.4881275463159753,190,0.0004119882027505117,0.24426976725936292,1,yang_harmfulness
31,4873,224699,0.48980383693986496,353,0.0007673007797258208,0.24528556885979538,1,yang_harmfulness
1,2273,345,0.000749862125641143,225403,0.49133843849931663,0.2460441503124789,1,siren
31,10030,226124,0.4929100971986982,315,0.0006844671728236015,0.2467972821857609,1,yang_harmfulness
3,12958,286,0.0006212520517666447,227595,0.49611662971851833,0.2483689408851425,1,siren
26,5146,272,0.0005907344071184586,227809,0.49658311371528346,0.24858692406120095,1,siren
6,9667,248,0.0005384184448644254,228614,0.49833787828255416,0.24943814836370928,1,siren
0,11282,274,0.000595094070639628,229881,0.501099725123215,0.2508474095969273,1,siren
31,2213,230449,0.5023378695632271,191,0.0004141680345110964,0.2513760187988691,1,yang_harmfulness
7,6987,303,0.0006583091916965849,231060,0.5036697467689444,0.2521640279803205,1,siren
30,11104,231024,0.5035912728255634,410,0.0008915511900791497,0.25224141200782124,1,yang_harmfulness
2,9961,359,0.0007803797702893291,231747,0.505167291188466,0.2529738354793777,1,siren
31,7513,233183,0.5082975295966657,309,0.0006713881822600932,0.2544844588894629,1,yang_harmfulness
6,847,369,0.0008021780878951762,233198,0.5083302270730745,0.25456620258048485,1,siren
1,5410,389,0.0008457747231068706,234099,0.5102942554893614,0.2555700151062341,1,siren
6,7370,307,0.0006670285187389237,234878,0.5119923444308568,0.25632968647479787,1,siren
5,1111,171,0.00037057139929940207,235105,0.5124871662405096,0.2564288688199045,1,siren
31,13592,235538,0.5134310333928428,278,0.0006038133976819669,0.2570174233952624,1,yang_harmfulness
25,4507,392,0.0008523142183886247,235518,0.5133874367576311,0.25711987548800985,1,siren
8,4398,50,0.00010681175626865118,236422,0.5153580046691997,0.2577324082127342,1,siren
13,10672,376,0.0008174369102192693,239753,0.5226190242637073,0.2617182305869633,1,siren
31,9995,240947,0.5252217433858455,303,0.0006583091916965849,0.26294002628877106,1,yang_harmfulness
7,7193,418,0.0009089898441638274,245202,0.5344969275271334,0.26770295868564864,1,siren
12,10334,393,0.0008544940501492095,247148,0.5387388801332313,0.2697966870916903,1,siren
31,7517,247773,0.5401012749835967,230,0.0004991814731739005,0.2703002282283853,1,yang_harmfulness
24,9483,121,0.0002615798112701662,248312,0.541276204302552,0.27076889205691107,1,siren
31,9071,249441,0.5437372343602521,167,0.0003618520722570632,0.2720495432162546,1,yang_harmfulness
10,1918,107,0.0002310621666219801,250249,0.5454985384228045,0.2728648002947132,1,siren
20,8953,293,0.0006365108740907377,250192,0.5453742880124512,0.273005399443271,1,siren
28,545,122,0.0002637596430307509,250668,0.5464118879304896,0.27333782378676014,1,siren
31,11172,251149,0.5474603870073308,277,0.0006016335659213822,0.2740310102866261,1,yang_harmfulness
0,14168,326,0.0007084453221900334,251880,0.5490538440243182,0.27488114467325414,1,siren
13,507,237,0.0005144402954979935,252639,0.550708336330602,0.27561138831305,1,siren
26,6184,141,0.00030517644648186054,254283,0.5542919797450033,0.2772985780957426,1,siren
0,6768,430,0.000935147825290844,260423,0.5676761467549934,0.2843056472901421,1,siren
3,13772,175,0.00037929072634174094,260707,0.5682952189749995,0.2843372548506706,1,siren
1,13556,434,0.0009438671523331829,262885,0.573042892549553,0.2869933798509431,1,siren
0,7886,45,9.59125974657276e-05,263364,0.5740870319628731,0.28709147228016946,1,siren
31,10345,263693,0.5748041966121055,212,0.0004599445014833755,0.2876320705567944,1,yang_harmfulness
18,5964,262,0.0005689360895126114,266081,0.5800096348563818,0.2902892854729472,1,siren
31,13555,267442,0.5829763858825376,421,0.0009155293394455816,0.2919459576109916,1,yang_harmfulness
30,13720,268231,0.584696273141639,435,0.0009460469840937676,0.29282116006286635,1,yang_harmfulness
31,7950,268562,0.5854177974543925,408,0.0008871915265579802,0.29315249449047526,1,yang_harmfulness
7,4136,186,0.00040326887570817283,270435,0.5895006223419677,0.2949519456088379,1,siren
9,9439,157,0.000340053754651216,273151,0.5954210454037158,0.2978805495791835,1,siren
0,989,1,0.0,274045,0.5973698149976785,0.29868490749883925,1,siren
0,12063,153,0.00033133442760887715,274219,0.5977491057240202,0.29904022007581454,1,siren
30,1457,274830,0.5990809829297374,299,0.000649589864654246,0.29986528639719584,1,yang_harmfulness
0,12982,339,0.0007367831350776347,275017,0.5994886114689668,0.3001126973020222,1,siren
3,13949,407,0.0008850116947973955,275455,0.6004433777801029,0.30066419473745015,1,siren
31,1677,276275,0.6022308398237824,317,0.0006888268363447709,0.3014598333300636,1,yang_harmfulness
8,1759,416,0.000904630180642658,276516,0.6027561792780833,0.301830404729363,1,siren
1,8738,2,2.179831760584718e-06,277502,0.6049054933940199,0.3024538366128902,1,siren
8,14209,325,0.0007062654904294487,277216,0.6042820615104926,0.302494163500461,1,siren
31,2775,278662,0.6074340982362981,189,0.000409808370989927,0.303921953303644,1,yang_harmfulness
30,12142,279094,0.6083757855568708,444,0.0009656654699390301,0.3046707255134049,1,yang_harmfulness
31,10310,279678,0.6096488073050522,378,0.0008217965737404387,0.30523530193939635,1,yang_harmfulness
26,5848,27,5.667562577520267e-05,280117,0.6106057534479489,0.305331214536862,1,siren
7,5489,8,1.5258822324093028e-05,281165,0.6128902171330417,0.3064527379776829,1,siren
0,5639,331,0.000719344480992957,281296,0.6131757750936783,0.3069475597873356,1,siren
25,12840,156,0.0003378739228906313,281681,0.6140150103215034,0.307176442122197,1,siren
26,10718,340,0.0007389629668382194,282490,0.6157784942158164,0.3082587285913273,1,siren
9,5183,253,0.000549317603667349,282635,0.6160945698211012,0.3083219437123843,1,siren
13,9215,14,2.8337812887601334e-05,283736,0.618494564589505,0.3092614512011963,1,siren
10,8289,299,0.000649589864654246,284154,0.6194057342654294,0.31002766206504184,1,siren
31,4128,284650,0.6204869308186794,69,0.00014822855971976083,0.3103175796891996,1,yang_harmfulness
17,11378,111,0.00023978149366431898,284728,0.620656957696005,0.3104483695948347,1,siren
31,11985,285891,0.623192102033565,84,0.0001809260361285316,0.31168651403484676,1,yang_harmfulness
0,13539,223,0.0004839226508498074,286010,0.6234515020130746,0.31196771233196224,1,siren
31,4560,286616,0.624772480059989,153,0.00033133442760887715,0.31255190724379894,1,yang_harmfulness
3,4307,324,0.0007040856586688639,286474,0.6244629439499859,0.3125835148043274,1,siren
22,11137,23,4.79562987328638e-05,287380,0.6264378715250757,0.3132429139119043,1,siren
23,1385,316,0.0006866470045841862,287343,0.626357217749934,0.3135219323772591,1,siren
28,4233,373,0.0008108974149375151,287357,0.6263877353945823,0.3135993164047599,1,siren
15,8185,421,0.0009155293394455816,287876,0.6275190680783257,0.31421729870888565,1,siren
5,4266,450,0.0009787444605025384,289757,0.6316193316199856,0.31629903804024406,1,siren
31,11175,292541,0.6376879832414534,180,0.00039018988514466453,0.319039086563299,1,yang_harmfulness
31,7906,296791,0.6469522682239385,220,0.00047738315556805324,0.32371482568975324,1,yang_harmfulness
27,3878,119,0.00025722014774899675,297016,0.64744273037007,0.3238499752589095,1,siren
10,9064,203,0.00044032601563811304,297171,0.6477806042929607,0.3241104651542994,1,siren
1,6820,304,0.0006604890234571696,298430,0.6505250124795369,0.325592750751497,1,siren
28,12167,302559,0.6595255378189911,254,0.0005514974354279337,0.33003851762720954,1,yang_harmfulness
5,10965,243,0.0005275192860615018,302942,0.6603604133832951,0.3304439663346783,1,siren
31,4393,304242,0.6631941946720552,350,0.0007607612844440666,0.3319774779782496,1,yang_harmfulness
1,4568,177,0.0003836503898629104,304474,0.6636999156405109,0.3320417830151869,1,siren
3,9403,163,0.0003531327452147243,304910,0.6646503222881258,0.3325017275166703,1,siren
6,12606,193,0.00041852769803226586,305200,0.6652824734986954,0.33285050059836385,1,siren
31,122,305423,0.6657685759813058,437,0.000950406647614937,0.33335949131446035,1,yang_harmfulness
25,4953,108,0.00023324199838256482,307089,0.6694001756944399,0.33481670884641124,1,siren
8,8632,96,0.0002070840172555482,307598,0.6705097100605776,0.33535839703891657,1,siren
3,13775,224,0.0004861024826103921,308082,0.6715647486327005,0.33602542555765547,1,siren
21,10170,332,0.0007215243127535417,309391,0.674418148407306,0.33756983636002974,1,siren
30,3033,309897,0.6755211432781618,417,0.0009068100124032427,0.3382139766452825,1,yang_harmfulness
4,9158,432,0.0009395074888120135,310585,0.6770208675294441,0.33898018750912806,1,siren
0,6877,305,0.0006626688552177543,311049,0.6780323094663554,0.33934748916078655,1,siren
3,2145,456,0.0009918234510660467,311844,0.6797652757160202,0.34037854958354313,1,siren
0,12564,452,0.0009831041240237078,312619,0.6814546453304734,0.34121887472724854,1,siren
0,11793,230,0.0004991814731739005,314465,0.6854786147605127,0.3429888981168433,1,siren
31,11640,315006,0.6866579037429891,168,0.0003640319040176479,0.3435109678235034,1,yang_harmfulness
4,7096,5,8.719327042338873e-06,316112,0.6890687976701958,0.3445387584986191,1,siren
24,13069,411,0.0008937310218397344,317327,0.6917172932593062,0.346305512140573,1,siren
5,9839,227,0.0004926419778921463,317743,0.6926241032717095,0.3465583726248008,1,siren
20,11031,128,0.0002768386335942592,319261,0.6959330878842771,0.3481049632589357,1,siren
2,7173,335,0.0007280638080352958,320435,0.6984922103712036,0.3496101370896194,1,siren
5,10722,349,0.0007585814526834819,321394,0.7005826690296043,0.3506706252411439,1,siren
5,7261,292,0.000634331042330153,321603,0.7010382538675665,0.3508362924549483,1,siren
9,6064,109,0.00023542183014314954,322848,0.7037521444094945,0.3519937831198188,1,siren
0,11752,398,0.000865393208952133,323153,0.7044169930964728,0.3526411931527125,1,siren
31,1121,323778,0.7057793879468383,241,0.0005231596225403324,0.3531512737846893,1,yang_harmfulness
3,7005,97,0.00020926384901613293,324192,0.7066818382957203,0.3534455510723682,1,siren
0,13808,447,0.0009722049652207842,327089,0.7129968109061343,0.35698450793567754,1,siren
30,2403,328311,0.7156605653175688,420,0.0009133495076849968,0.3582869574126269,1,yang_harmfulness
4,2026,183,0.0003967293804264187,330156,0.7196823549158476,0.36003954214813705,1,siren
30,840,330178,0.7197303112145804,339,0.0007367831350776347,0.360233547174829,1,yang_harmfulness
31,9663,332864,0.725585339323511,65,0.00013950923267742196,0.36286242427809423,1,yang_harmfulness
5,4644,338,0.00073460330331705,333419,0.7267951459506355,0.3637648746269763,1,siren
2,6515,40,8.5013438662804e-05,334218,0.7285368315273427,0.3643109224830028,1,siren
31,13150,334458,0.7290599911498831,320,0.0006953663316265251,0.3648776787407548,1,yang_harmfulness
2,5965,161,0.0003487730816935549,334730,0.729652905388762,0.3650008392352278,1,siren
29,9053,334780,0.7297618969767913,401,0.0008719327042338872,0.3653169148405126,1,yang_harmfulness
15,1751,287,0.0006234318835272294,335192,0.7306599876621522,0.3656417097728397,1,siren
0,9768,166,0.0003596722404964785,339756,0.7406087398174609,0.3704842060289787,1,siren
8,11150,9,1.7438654084677745e-05,340221,0.7416223615861328,0.37081990012010874,1,siren
26,14088,428,0.0009307881617696746,340344,0.7418904808926847,0.3714106345272272,1,siren
31,8229,341402,0.7441967428953833,445,0.0009678453016996148,0.37258229409854143,1,yang_harmfulness
31,7093,345434,0.7529858245540609,286,0.0006212520517666447,0.3768035383029138,1,yang_harmfulness
2,7776,285,0.0006190722200060599,346085,0.7544048950302016,0.3775119836251038,1,siren
15,1832,102,0.00022016300781905652,348311,0.7592572005292632,0.3797386817685411,1,siren
0,11690,85,0.00018310586788911632,348635,0.7599634660196926,0.38007328594379086,1,siren
29,11650,348903,0.7605476609315293,169,0.00036621173577823263,0.38045693633365374,1,yang_harmfulness
31,14306,349229,0.76125828608548,373,0.0008108974149375151,0.38103459175020876,1,yang_harmfulness
3,2260,198,0.00042942685683518945,350646,0.7643471076902285,0.38238826727353187,1,siren
3,12834,343,0.0007455024621199736,351105,0.7653476504683369,0.38304657646522844,1,siren
6,9908,7,1.3078990563508308e-05,351953,0.7671961478013127,0.3836046133959381,1,siren
17,386,403,0.0008762923677550566,351766,0.7667885192620834,0.38383240581491923,1,siren
2,13418,437,0.000950406647614937,351757,0.766768900776238,0.3838596537119265,1,siren
26,12894,301,0.0006539495281754154,353081,0.7696549980272522,0.38515447377771383,1,siren
3,7756,70,0.00015040839148034555,354029,0.7717214785362866,0.3859359434638835,1,siren
7,10664,244,0.0005296991178220865,353875,0.7713857844451565,0.3859577417814893,1,siren
5,289,426,0.0009264284982485051,353891,0.7714206617533259,0.3861735451257872,1,siren
0,4077,238,0.0005166201272585782,354629,0.7730293775926373,0.386772998859948,1,siren
0,6677,33,6.975461633871098e-05,354863,0.7735394582246142,0.3868046064204765,1,siren
27,11510,455,0.000989643619305462,355985,0.7759852294599903,0.38848743653964785,1,siren
22,4164,279,0.0006059932294425516,356443,0.7769835924063381,0.3887947928178903,1,siren
0,12182,289,0.0006277915470483988,356762,0.7776789587379646,0.3891533751425065,1,siren
5,13532,149,0.0003226151005665383,356902,0.7779841351844464,0.3891533751425065,1,siren
2,6951,258,0.0005602167624702726,357235,0.7787100191607211,0.3896351179615957,1,siren
11,2434,431,0.0009373276570514287,359352,0.783324722997879,0.39213102532746524,1,siren
28,2128,270,0.0005863747435972892,359920,0.7845628674378912,0.3925746210907442,1,siren
8,9966,187,0.00040544870746875755,361891,0.7888593158380036,0.39463238227273617,1,siren
1,14272,92,0.00019836469021320934,362335,0.7898271611397032,0.3950127629149582,1,siren
5,4886,208,0.0004512251744410366,362684,0.7905879224241473,0.3955195737992942,1,siren
0,12242,104,0.00022452267134022595,363094,0.7914816534459871,0.39585308805866365,1,siren
31,105,363670,0.7927372365400839,458,0.0009961831145872161,0.3968667098273356,1,yang_harmfulness
3,14192,211,0.0004577646697227908,365010,0.7956582110992674,0.3980579878844951,1,siren
31,3420,365001,0.7956385926134221,439,0.0009547663111361065,0.3982966794622791,1,yang_harmfulness
0,4252,67,0.0001438688961985914,366179,0.7982064344273909,0.39917515166179474,1,siren
26,225,150,0.000324794932327123,366121,0.798080004185277,0.3992023995588021,1,siren
0,12250,143,0.00030953611000302997,366375,0.7986336814524655,0.3994716087812343,1,siren
0,2358,365,0.0007934587608528374,366968,0.7999263216864922,0.4003598902236725,1,siren
5,3593,219,0.0004752033238074685,367185,0.8003993451785392,0.4004372742511733,1,siren
0,14042,88,0.00018964536317087047,369241,0.8048810792783013,0.4025353623207361,1,siren
3,1160,42,8.937310218397344e-05,369536,0.8055241296476738,0.4028067513749289,1,siren
10,1091,395,0.0008588537136703789,369915,0.8063502858849354,0.40360456979930287,1,siren
3,12571,235,0.0005100806319768241,371154,0.8090510974362999,0.4047805890341383,1,siren
3,3260,138,0.0002986369512001064,371543,0.8098990519911673,0.4050988444711837,1,siren
31,2398,371839,0.8105442821923003,269,0.0005841949118367045,0.4055642385520685,1,yang_harmfulness
3,6301,294,0.0006386907058513224,372939,0.8129420971289436,0.40679039391739746,1,siren
0,846,197,0.00042724702507460473,373894,0.815023836460302,0.40772554174268827,1,siren
0,6129,180,0.00039018988514466453,377785,0.8235055618407371,0.41194787586294085,1,siren
21,6821,242,0.0005253394543009171,378596,0.8252734053985713,0.4128993724264361,1,siren
5,4011,6,1.089915880292359e-05,380245,0.8288679479717755,0.41443942356528923,1,siren
5,6348,47,0.00010027226098689703,384220,0.8375327792200998,0.41881652574054334,1,siren
20,13715,239,0.0005187999590191629,384253,0.8376047136681991,0.41906175681360913,1,siren
13,2550,194,0.0004207075297928506,384909,0.8390346833031427,0.41972769541646776,1,siren
0,1439,266,0.0005776554165549503,386684,0.8429038846781806,0.42174077004736776,1,siren
11,2573,336,0.0007302436397958805,386930,0.8434401232912844,0.42208518346554014,1,siren
11,5846,199,0.00043160668859577417,387290,0.8442248627250949,0.42232823470684533,1,siren
1,5786,263,0.0005711159212731962,387597,0.8448940710755943,0.4227325934984338,1,siren
12,923,442,0.0009613058064178606,387882,0.845515323127361,0.4232383144668894,1,siren
4,2975,94,0.00020272435373437878,388857,0.8476406590939312,0.42392169172383276,1,siren
0,12048,295,0.0006408705376119071,388735,0.8473747196191398,0.4240077950783758,1,siren
3,12831,435,0.0009460469840937676,388936,0.8478128658030173,0.4243794563935555,1,siren
0,11910,388,0.0008435948913462859,389788,0.8496700824630355,0.42525683867719094,1,siren
15,11129,241,0.0005231596225403324,390122,0.8503981462710708,0.4254606529468056,1,siren
5,9150,38,8.065377514163457e-05,391660,0.8537507275188501,0.42691569064699586,1,siren
31,7465,392081,0.8546684366900562,424,0.0009220688347273357,0.4277952527623918,1,yang_harmfulness
5,576,276,0.0005994537341607975,392693,0.8560024937275341,0.42830097373084747,1,siren
30,3961,393141,0.8569790583562761,376,0.0008174369102192693,0.4288982476332477,1,yang_harmfulness
3,7234,334,0.0007258839762747111,393289,0.8573016734568426,0.42901377871655866,1,siren
19,47,260,0.000564576425991442,393559,0.8578902280322005,0.42922740222909594,1,siren
0,6344,118,0.00025504031598841203,394128,0.8591305523039732,0.4296927963099808,1,siren
0,13218,438,0.0009525864793755218,394017,0.8588885909785483,0.42992058872896194,1,siren
26,1180,164,0.00035531257697530904,395572,0.8622782293662575,0.4313167709716164,1,siren
0,4123,173,0.0003749310628205715,395841,0.8628646041098548,0.4316197675863377,1,siren
5,7721,134,0.0002899176241577675,396231,0.8637147384964828,0.4320023280603203,1,siren
0,3717,402,0.0008741125359944719,397768,0.8670651399125016,0.433969626224248,1,siren
3,381,36,7.629411162046513e-05,398809,0.8693343447752703,0.43470531944344537,1,siren
0,3974,93,0.00020054452197379406,400298,0.8725801142667808,0.43639032939437733,1,siren
5,12928,265,0.0005754755847943656,400166,0.8722923764743837,0.436433926029589,1,siren
30,13759,402854,0.8781517642468354,184,0.0003989092121870034,0.4392753367295112,1,yang_harmfulness
0,258,126,0.00027247897007308977,404573,0.8818988950432806,0.44108568700667683,1,siren
5,4900,394,0.0008566738819097942,405183,0.8832285924172373,0.44204263314957354,1,siren
31,1739,405519,0.8839610158887937,228,0.000494821809652731,0.44222791884922324,1,yang_harmfulness
2,13496,66,0.00014168906443800668,406591,0.8862977955361405,0.44321974230028927,1,siren
31,11929,406908,0.8869888022042459,50,0.00010681175626865118,0.4435478069802573,1,yang_harmfulness
26,7258,329,0.0007149848174717875,407037,0.8872700005013613,0.44399249265941654,1,siren
0,8407,413,0.0008980906853609038,407368,0.8879915248141148,0.4444448077497379,1,siren
31,416,408069,0.8895195868782847,194,0.0004207075297928506,0.44497014720403877,1,yang_harmfulness
0,744,347,0.0007542217891623124,408006,0.8893822574773679,0.4450682396332651,1,siren
26,13274,261,0.0005667562577520267,408346,0.8901234002759667,0.4453450782668594,1,siren
26,3851,419,0.0009111696759244121,409375,0.8923664471576084,0.4466388084167664,1,siren
5,3132,160,0.0003465932499329702,415961,0.9067228191328194,0.4535347061913762,1,siren
0,9362,37,7.847394338104985e-05,416179,0.9071980224566268,0.4536382482000039,1,siren
0,13253,256,0.0005558570989491031,416335,0.907538076211278,0.45404696665511357,1,siren
0,1408,247,0.0005362386131038407,416929,0.9088328962770653,0.45468456744508456,1,siren
3,11000,185,0.0004010890439475881,417082,0.9091664105364348,0.45478374979019115,1,siren
31,4645,417690,0.9104917482468703,433,0.0009416873205725982,0.45571671778372147,1,yang_harmfulness
0,7278,49,0.00010463192450806646,421128,0.9179860098397605,0.4590453208821343,1,siren
0,4790,281,0.0006103528929637211,421868,0.9195990853425933,0.4601047191177785,1,siren
31,13754,423960,0.9241592933857364,427,0.0009286083300090899,0.46254395085787275,1,yang_harmfulness
1,11737,48,0.00010245209274748175,425204,0.9268710040959038,0.4634867280943257,1,siren
5,3939,370,0.000804357919655761,425612,0.9277603754542224,0.46428236668693906,1,siren
30,8589,426986,0.9307554642932658,334,0.0007258839762747111,0.46574067413477027,1,yang_harmfulness
5,7693,328,0.0007128049857112028,427447,0.9317603667348954,0.4662365858603033,1,siren
31,9696,428020,0.9330094103337104,367,0.0007978184243740068,0.4669036143790422,1,yang_harmfulness
0,12339,423,0.000919889002966751,428467,0.9339837951306919,0.4674518420668293,1,siren
0,5221,375,0.0008152570784586845,429611,0.9364775226648008,0.4686463898716297,1,siren
